ID,Name,Age,Gender,City,Education,Employment Status,Salary,Health Condition,Credit Score
573,ONYEMAECHI ETUS,48,,Atlanta,High School,Freelance,"$25,000 (Hourly)",Excellent,720
574,RAMSEY CHRISTOPHER,27,,Atlanta,,Student (Part-time),"$15,000 (Summer Job)",Good,None
575,SWIFT KAVIN,21,,Atlanta,Master's,Retired (Early),"$35,000 (Pension)",Average,650
576,WILLIAMS RONALD,33,,Atlanta,Bachelor's,Self-employed,"$150,000 (Seasonal)",Poor,500
577,STRIPLING MARVEL,23,,Atlanta,Associate,Unemployed,$0 ,,N/A
578,COVERSON RICKY,50,,Atlanta,PhD,Employed,"$110,000 (Commission)",Good,830
579,KAHN DANIEL,59,,Atlanta,Master's,Retired,"$48,000 (Social Security)",Excellent,750
580,WILLIAMS WARREN JR.,44,,Atlanta,High School,Employed (Gig Work),"$30,000 (Unstable)",Poor,420
581,JOHNSON BIANCA,25,,Atlanta,Bachelor's,Student (Full-time),$0 ,Excellent,None
582,SHIRLEY MARCUS,24,,Atlanta,PhD,Self-employed,$0 (Business Closed),Poor,480
583,ROBY DANNY JR.,18,,Atlanta,,Unemployed,$0 ,Excellent,N/A
584,AVERY KASHMA,48,,Atlanta,High School,Employed,"$40,000 ",Good,720
585,LAWRENCE JEFFREY,21,,Atlanta,Bachelor's,Student,$0 ,Excellent,None
586,WINDER ANTONIO,46,,Atlanta,,Self-employed,"$60,000 (Unstable)",Poor,580
587,SEABRUM STEPHANIE,36,,Atlanta,Master's,Unemployed,$0 ,Average,650
588,DAVENPORT MARQUE,49,,Atlanta,PhD,Retired,"$75,000 (Pension)",Excellent,810
589,DUNHAM SHERITA,38,,Atlanta,Associate,Employed,"$50,000 ",Good,780
590,TANKS DONALD III,32,,Atlanta,High School,Unemployed,$0 ,Poor,N/A
591,BOGGAN SHAWN,38,,Atlanta,Bachelor's,Employed (Part-time),"$20,000 (Hourly)",Excellent,700
592,SMITH ALBERT,30,,Atlanta,Master's,Self-employed,"$100,000 (Seasonal)",Average,690
593,CINTRON JESUS,27,,Atlanta,,Student (Full-time),$0 ,Good,None
594,WINFIELD FERNANDO,15,,Atlanta,PhD,Employed,"$120,000 ",Excellent,830
595,JONES DEVONTAE,17,,Atlanta,Associate,Unemployed,$0 ,Poor,550
596,LOPEZ SALVADOR,34,,Atlanta,High School,Gig Worker,"$35,000 (Unstable)",Average,620
597,DONIS CARMELO,46,,Atlanta,Bachelor's,Employed (Contract),"$80,000 ",Good,750
598,CAMPBELL BERNARD,44,,Atlanta,Master's,Retired,"$55,000 (Social Security)",Excellent,790
599,SEWELL ALTON,32,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
600,DANIEL STEVEN,29,,Atlanta,Associate,Employed,"$45,000 ",Average,680
601,JONES CARLENE,47,,Atlanta,High School,Student (Part-time),"$15,000 (Summer Job)",Good,None
602,COGBURN KASEY,29,,Atlanta,Bachelor's,Self-employed,"$110,000 ",Excellent,820
603,WATERS KENNETH,19,,Atlanta,,Unemployed,$0 ,Poor,480
604,MARTIN PAUL,19,,Atlanta,PhD,Employed,"$130,000 (Commission)",Average,710
605,LUMAR DARREN,38,,Atlanta,Associate,Unemployed,$0 ,Good,N/A
606,MEADOWS JULIE,47,,Atlanta,High School,Gig Worker,"$28,000 (Unstable)",Poor,520
607,SINGLETON ELIJAH,2,,Atlanta,Bachelor's,Employed (Contract),"$90,000 ",Excellent,770
608,HILL DEMETRIUS,24,,Atlanta,Master's,Retired,"$60,000 (Social Security)",Average,740
609,RAUDALES-CALILLAS ANTONIO,55,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
610,FERRELL JASON,34,,Atlanta,Associate,Employed,"$50,000 ",Good,690
611,JOHNSON NASHWAD,24,,Atlanta,High School,Student (Full-time),$0 ,Excellent,None
612,HENDERSON JOHN,27,,Atlanta,Bachelor's,Self-employed,"$120,000 ",Excellent,840
613,FREEMAN ADAIR,19,,Atlanta,,Unemployed,$0 ,Average,450
614,COOK JAMES,32,,Atlanta,PhD,Employed,"$140,000 (Commission)",Good,730
615,SKRINE DURENTAY,38,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
616,DAVENPORT LEITHA,Unknown,,Atlanta,High School,Gig Worker,"$32,000 (Unstable)",Average,600
617,MCZEAL TOSHER,29,,Atlanta,Bachelor's,Employed (Contract),"$100,000 ",Excellent,790
618,DURHAM LEROY JR.,60,,Atlanta,Master's,Retired,"$65,000 (Social Security)",Good,760
619,CHAMBERS ROBERT,49,,Atlanta,Master's,Student (Full-time),$0 ,Excellent,None
620,JACKSON VALDEMOR,49,,Atlanta,PhD,Employed,"$90,000 ",Good,800
621,CALLE EUGENIA,57,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
622,WILLIAMS MILO,31,,Atlanta,High School,Employed (Part-time),"$25,000 (Hourly)",Excellent,740
623,MILLER FREDDIE,44,,Atlanta,Bachelor's,Self-employed,"$70,000 (Seasonal)",Average,670
624,MONTGOMERY GEORGE,49,,Atlanta,,Retired,"$40,000 (Pension)",Good,710
625,CAROLTON TYNISHA,1,,Atlanta,Associate,Gig Worker,"$42,000 (Unstable)",Average,640
626,BANKS LINDA,58,,Atlanta,High School,Employed,"$55,000 ",Excellent,780
627,MCCRAE RICKY,23,,Atlanta,Bachelor's,Student (Part-time),"$18,000 (Summer Job)",Good,None
628,ROY HARISH,24,,Atlanta,Master's,Self-employed,"$140,000 ",Excellent,850
629,BOOKER CARVEL,28,,Atlanta,,Unemployed,$0 ,Poor,420
630,MARTIN NICHOLAS,16,,Atlanta,PhD,Employed,"$100,000 ",Average,750
631,WRIGHT HENRY,34,,Atlanta,Associate,Unemployed,$0 ,Good,N/A
632,BRINKLEY TYQUAVIOUS,13,,Atlanta,High School,Gig Worker,"$30,000 (Unstable)",Poor,580
633,ANIM STEPHEN,57,,Atlanta,Bachelor's,Employed (Contract),"$85,000 ",Excellent,720
634,ROBERSON CHARLES,28,,Atlanta,Master's,Retired,"$50,000 (Social Security)",Average,700
635,ZACHERY KENNETH,20,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
636,KELLY STAFFORN,24,,Atlanta,Associate,Employed,"$40,000 ",Good,650
637,GIBSON ARCHIE,24,,Atlanta,High School,Student (Full-time),$0 ,Excellent,None
638,KELLEY ANTONIO,32,,Atlanta,Bachelor's,Self-employed (Business Closed),$0 ,Poor,450
639,YOUNG LEONARD,20,,Atlanta,,Unemployed,$0 ,Average,400
640,THOMAS LATOYA,31,,Atlanta,PhD,Employed,"$110,000 (Commission)",Good,770
641,CULLINS DERRICK,26,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
642,BOLAND PATRICK,43,,Atlanta,High School,Gig Worker,"$38,000 (Unstable)",Average,610
643,MARTIN SHEENA,26,,Atlanta,Bachelor's,Employed (Contract),"$95,000 ",Excellent,790
644,EARLE BRUCE,25,,Atlanta,Master's,Retired,"$55,000 (Social Security)",Good,730
645,PIERCE FRANKLIN,21,,Atlanta,PhD,Unemployed,$0 ,Excellent (?!),N/A
646,HOWARD ALEX,29,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
647,REYNOLDS ANDRE,34,,Atlanta,Master's,Self-employed,"$120,000 ",Good,810
648,NAVARETE RAPHAEL,30,,Atlanta,,Employed (Part-time),"$15,000 (Hourly)",Excellent,690
649,MONTGOMERY ANTONIO,26,,Atlanta,PhD,Gig Worker,"$50,000 (Unstable)",Average,700
650,SOKOL LEE,55,,Atlanta,Associate,Self-employed,"$80,000 (Seasonal)",Poor,590
651,FANNING JOELE,36,,Atlanta,Master's,Student (Full-time),$0 ,Excellent,None
652,AKINSANYA AFOLARIN,32,,Atlanta,PhD,Employed,"$90,000 ",Good,800
653,WOODS RENATO,40,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
654,SMITH DOMINIQUE,18,,Atlanta,High School,Employed (Part-time),"$25,000 (Hourly)",Excellent,740
655,RAY MICHAEL,39,,Atlanta,Bachelor's,Self-employed,"$70,000 (Seasonal)",Average,670
656,EDWARDS CLARENCE,35,,Atlanta,,Retired,"$40,000 (Pension)",Good,710
657,WATSON ALAN,15,,Atlanta,Associate,Gig Worker,"$42,000 (Unstable)",Average,640
658,WEBB LARRY,31,,Atlanta,High School,Employed,"$55,000 ",Excellent,780
659,FORREST VERNON,38,,Atlanta,Bachelor's,Student (Part-time),"$18,000 (Summer Job)",Good,None
660,WATSON TIMOTHY,46,,Atlanta,Master's,Self-employed,"$140,000 ",Excellent,850
661,BROWN BRANDY,27,,Atlanta,,Unemployed,$0 ,Poor,420
662,BENJAMIN THADDEUS,21,,Atlanta,PhD,Employed,"$100,000 ",Average,750
663,BAYNES PUCKETT,48,,Atlanta,Associate,Unemployed,$0 ,Good,N/A
664,ROBINSON SILAS,35,,Atlanta,High School,Gig Worker,"$30,000 (Unstable)",Poor,580
665,SIMS JAMES III,25,,Atlanta,Bachelor's,Employed (Contract),"$85,000 ",Excellent,720
666,LANE SHYKERIA,20,,Atlanta,Master's,Retired,"$50,000 (Social Security)",Average,700
667,BLASH ALLEN JR.,24,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
668,YOO DOO,77,,Atlanta,Associate,Employed,"$40,000 ",Good,650
669,THOMAS IVORY,39,,Atlanta,High School,Student (Full-time),$0 ,Excellent,None
670,DENT CRYSTAL,37,,Atlanta,Bachelor's,Self-employed (Business Closed),$0 ,Poor,450
671,BURFORD DONNA,44,,Atlanta,,Unemployed,$0 ,Average,400
672,WILSON KEITH,29,,Atlanta,PhD,Employed,"$110,000 (Commission)",Good,770
673,BOLAN WAYNE,43,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
674,SMITH JEANETTE,66,,Atlanta,High School,Gig Worker,"$38,000 (Unstable)",Average,610
675,COOPER XAVIER,21,,Atlanta,Bachelor's,Employed (Contract),"$95,000 ",Excellent,790
676,ALLEN QUANTINO,38,,Atlanta,Master's,Retired,"$55,000 (Social Security)",Good,730
677,BLOODSOE JAMES,19,,Atlanta,Master's,Student (Full-time),$0 ,Excellent,None
678,CLIMER GARY,60,,Atlanta,PhD,Employed,"$150,000 (Commission)",Good,820
679,BROWNING DIONTA,29,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
680,MCBRIDE CURTIS,19,,Atlanta,High School,Gig Worker,"$22,000 (Unstable)",Average,540
681,PHILLIPS ROCHELLE,68,,Atlanta,Bachelor's,Self-employed,"$80,000 ",Excellent,760
682,DUNN JEREMY,25,,Atlanta,,Unemployed,$0 ,Poor,380 (Typo)
683,IFILL KEVIN,25,,Atlanta,Associate,Employed (Part-time),"$12,000 (Hourly)",Average,630
684,MCKIBBEN KAVADER,21,,Atlanta,High School,Employed,"$60,000 ",Excellent,800
685,ROBINSON STANLEY,50,,Atlanta,Bachelor's,Student (Part-time),"$15,000 (Summer Job)",Good,None
686,HOLLIDAY CAROLINE,51,,Atlanta,Master's,Self-employed,"$100,000 (Seasonal)",Average,680
687,JAMES CASSANDRA,30,,Atlanta,PhD,Employed,"$150,000 (Outlier)",Excellent,880
688,KNIGHT ELIZABETH,24,,Atlanta,High School (GED),Unemployed,$0 ,Poor,N/A
689,FOSTER JAMES,30,,Atlanta,Bachelor's,Self-employed,"$80,000 (Unstable)",Average,630
690,RAND THADDEUS,46,,Atlanta,,Student (Internship),"$20,000 (Stipend)",Good,None
691,WILLIAMS DANTA,30,,Atlanta,Associate,Employed (Part-time),"$30,000 (Hourly)",Excellent,760
692,WILLIAMS MONICA,40,,Atlanta,Master's,Unemployed,$0 ,Poor,N/A
693,CLARK TRACY,39,,Atlanta,PhD,Gig Worker,"$45,000 (Unstable)",Average,590
694,NEWKIRK FREDRICKO,22,,Atlanta,High School,Employed,"$60,000 ",Excellent,810
695,LEMON MICHAEL,50,,Atlanta,Bachelor's,Student (Full-time),$0 ,Good,None
696,DOUGLAS ANTONIO,25,,Atlanta,,Self-employed,"$120,000 (Seasonal)",Average,660
697,SMITH T'SHANERKA,33,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
698,MCDEW ELAJAH,19,,Atlanta,PhD,Employed,"$130,000 (Commission)",Good,740
699,BROOKS TERRANCE,28,,Atlanta,Master's,Student (Full-time),$0 ,Excellent,None
700,RANKINS ANTHONY,27,,Atlanta,PhD,Employed,"$90,000 ",Good,800
701,FIANDT MAXWELL,23,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
702,JOHNSON YOLANDA,35,,Atlanta,High School,Employed (Part-time),"$25,000 (Hourly)",Excellent,740
703,BERNADOTTE MULLER,32,,Atlanta,Bachelor's,Self-employed,"$70,000 (Seasonal)",Average,670
704,CURRY ANTWAN,33,,Atlanta,,Retired,"$40,000 (Pension)",Good,710
705,WILSON DEZMOND,24,,Atlanta,Associate,Gig Worker,"$42,000 (Unstable)",Average,640
706,JOYNER LAKESHA,26,,Atlanta,High School,Employed,"$55,000 ",Excellent,780
707,MYRICK LINDA,45,,Atlanta,Bachelor's,Student (Part-time),"$18,000 (Summer Job)",Good,None
708,COLE MATTHEW,26,,Atlanta,Master's,Self-employed,"$140,000 ",Excellent,850
709,GIDDENS JOSEPH,46,,Atlanta,,Unemployed,$0 ,Poor,420
710,WHITMORE JOHN,44,,Atlanta,PhD,Employed,"$100,000 ",Average,750
711,WEEMS UNTRAVES,32,,Atlanta,Associate,Unemployed,$0 ,Good,N/A
712,MACKLIN ANTOINE,26,,Atlanta,High School,Gig Worker,"$30,000 (Unstable)",Poor,580
713,RIDEAUX TIMOTHY,25,,Atlanta,Bachelor's,Employed (Contract),"$85,000 ",Excellent,720
714,BAKER MARCUS,29,,Atlanta,Master's,Retired,"$50,000 (Social Security)",Average,700
715,GLASS DONNY,32,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
716,CULPEPPER BERNARD,58,,Atlanta,Associate,Employed,"$40,000 ",Good,650
717,MANN NELSON,23,,Atlanta,High School,Student (Full-time),$0 ,Excellent,None
718,THOMAS STACY,19,,Atlanta,Bachelor's,Self-employed (Business Closed),$0 ,Poor,450
719,SEARCY TRACY,19,,Atlanta,,Unemployed,$0 ,Average,400
720,SLATON DIVIUS,28,,Atlanta,PhD,Employed,"$110,000 (Commission)",Good,770
721,DAVIS DEUAN,16,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
722,SMITH DEMETRA,47,,Atlanta,High School,Gig Worker,"$38,000 (Unstable)",Average,610
723,BRYANT HENRY,33,,Atlanta,Bachelor's,Employed (Contract),"$95,000 ",Excellent,790
724,KIRBY DEVEREAUX,36,,Atlanta,Master's,Retired,"$55,000 (Social Security)",Good,730
725,ATCHISON SHELDON,22,,Atlanta,PhD,Employed,"$150,000 (Outlier)",Excellent,880
726,HAROLD DANTAVIOUS,27,,Atlanta,High School (GED),Unemployed,$0 ,Poor,N/A
727,BROOKS MARQUISE,22,,Atlanta,Bachelor's,Self-employed,"$80,000 (Unstable)",Average,630
728,JONES FRANK,33,,Atlanta,,Student (Internship),"$20,000 (Stipend)",Good,None
729,MOSLEY MICHAEL,30,,Atlanta,Associate,Employed (Part-time),"$30,000 (Hourly)",Excellent,760
730,ANDREWS ARTHUR,32,,Atlanta,Master's,Unemployed,$0 ,Poor,N/A
731,SUNG BAIK,62,,Atlanta,PhD,Gig Worker,"$45,000 (Unstable)",Average,590
732,HARRIS JASMINE,17,,Atlanta,High School,Employed,"$60,000 ",Excellent,810
733,PENDERGRASS JOSEPH,57,,Atlanta,Bachelor's,Student (Full-time),$0 ,Good,None
734,BROWN TANORRIS,26,,Atlanta,,Self-employed,"$120,000 (Seasonal)",Average,660
735,KINGSBERRY ZAQUAVIA,33,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
736,DORSEY KENORIS,32,,Atlanta,PhD,Employed,"$130,000 (Commission)",Good,740
737,THOMAS JAPHILA,32,,Atlanta,Bachelor,Employed,"$80,000 ",Good,720
738,MADDOX ERNEST,46,,Atlanta,Associate,Unemployed,$0 ,Excellent,N/A
739,HILL TONY,38,,Atlanta,PhD,Self-employed,"$120,000 ",Poor,550
740,SMITH GREGORY,47,,Atlanta,High School,Employed,"$45,000 ",Excellent,800
741,JOWERS EDWARD,64,,Atlanta,Master's,Retired,"$50,000 ",Average,680
742,JERKINS JAZMINE,3,,Atlanta,,Student,$0 ,Good,N/A
743,JORDAN TONY,39,,Atlanta,,Unemployed,Missing,Poor,400
744,TURNER MARTINEZ,38,,Atlanta,Associate,Employed,"$65,000 ",,750
745,ROBINSON DURAND,50,,Atlanta,High School,Self-employed,"$30,000 ",Excellent,600
746,ROBINSON TAMMY,28,,Atlanta,PhD,Employed,"$100,000 ",Average,790
747,JONES WILLIAM III,39,,Atlanta,PhD,Retired,$0 ,Average,537
748,STREETER CALVIN,26,,Atlanta,Bachelor's,Unemployed,$0 ,Excellent,None
749,BLIZZARD SAMUEL JR.,21,,Atlanta,High School,Unemployed,$0 ,Good,457
750,VILBURN CRUYFF,32,,Atlanta,PhD,Unemployed,$0 ,,N/A
751,EMMANUEL ALSTON,92,,Atlanta,Bachelor's,Retired,$0 ,,None
752,HASSANAI QWANI,69,,Atlanta,,Student,$0 ,,N/A
753,LOVE LADEDDRIC,19,,Atlanta,Master's,Self-employed,"$135,068 ",Average,794
754,WILDER RANDY,27,,Atlanta,PhD,Employed,"($50,975)",Good,None
755,NELSON THADDEUS,25,,Atlanta,Master's,Unemployed,$0 ,Good,814
756,WILLIAMS LAWRENCE,48,,Atlanta,PhD,Self-employed,"($102,073)",Poor,780
757,ROSALES JORGE,21,,Atlanta,High School,Freelance,"$25,000 (Hourly)",Excellent,720
758,LYNN CHRISTOPHER,31,,Atlanta,,Student (Part-time),"$15,000 (Summer Job)",Good,None
759,CALLISON WILLIAM,52,,Atlanta,Master's,Retired (Early),"$35,000 (Pension)",Average,650
760,HOLLOWAY AARON,33,,Atlanta,Bachelor's,Self-employed,"$150,000 (Seasonal)",Poor,500
761,ATKINS DAVID,38,,Atlanta,Associate,Unemployed,$0 ,,N/A
762,COLLINS EVERETT,57,,Atlanta,PhD,Employed,"$110,000 (Commission)",Good,830
763,JONES BRANDON,23,,Atlanta,Master's,Retired,"$48,000 (Social Security)",Excellent,750
764,DYE DONALD,55,,Atlanta,High School,Employed (Gig Work),"$30,000 (Unstable)",Poor,420
765,SEYMORE ROOSEVELT,26,,Atlanta,Bachelor's,Student (Full-time),$0 ,Excellent,None
766,WHITE LOSHANNON,30,,Atlanta,PhD,Self-employed,$0 (Business Closed),Poor,480
767,GONZALEZ EDGAR,24,,Atlanta,,Unemployed,$0 ,Excellent,N/A
768,JONES RACHEL,41,,Atlanta,High School,Employed,"$40,000 ",Good,720
769,IRVING TAVARUS,19,,Atlanta,Bachelor's,Student,$0 ,Excellent,None
770,MCLESTER MADISON,25,,Atlanta,,Self-employed,"$60,000 (Unstable)",Poor,580
771,SMITH TAMMY,47,,Atlanta,Master's,Unemployed,$0 ,Average,650
772,WALTON JIMMY,38,,Atlanta,PhD,Retired,"$75,000 (Pension)",Excellent,810
773,PIERCE STEPHEN,31,,Atlanta,Associate,Employed,"$50,000 ",Good,780
774,BARLOW ANDREW,25,,Atlanta,High School,Unemployed,$0 ,Poor,N/A
775,BOYER CHARLES,39,,Atlanta,Bachelor's,Employed (Part-time),"$20,000 (Hourly)",Excellent,700
776,CHANEY QUENTIN,23,,Atlanta,Master's,Self-employed,"$100,000 (Seasonal)",Average,690
777,WRIGHT WAYNE,29,,Atlanta,,Student (Full-time),$0 ,Good,None
778,SLAUGHTER BARRY,52,,Atlanta,PhD,Employed,"$120,000 ",Excellent,830
779,TUCKER LYNDON,27,,Atlanta,Associate,Unemployed,$0 ,Poor,550
780,WRIGHT AARON,40,,Atlanta,High School,Gig Worker,"$35,000 (Unstable)",Average,620
781,DORSEY SHYKISHA,18,,Atlanta,Bachelor's,Employed (Contract),"$80,000 ",Good,750
782,WASHINGTON KEVIN,51,,Atlanta,Master's,Retired,"$55,000 (Social Security)",Excellent,790
783,CERASOLI PAULINE,71,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
784,JOHNSON RICHARD,23,,Atlanta,Associate,Employed,"$45,000 ",Average,680
785,WASHINGTON MARION,21,,Atlanta,High School,Student (Part-time),"$15,000 (Summer Job)",Good,None
786,LUCAS JEMAR,21,,Atlanta,Bachelor's,Self-employed,"$110,000 ",Excellent,820
787,JEFFERSON EARL,22,,Atlanta,,Unemployed,$0 ,Poor,480
788,CARR KENEISHA,23,,Atlanta,PhD,Employed,"$130,000 (Commission)",Average,710
789,BEYENE JAGANA,26,,Atlanta,Associate,Unemployed,$0 ,Good,N/A
790,GRIFFIN ALBERT,40,,Atlanta,High School,Gig Worker,"$28,000 (Unstable)",Poor,520
791,SWAINE ELIJA,62,,Atlanta,Bachelor's,Employed (Contract),"$90,000 ",Excellent,770
792,FENTY TRAVIS,44,,Atlanta,Master's,Retired,"$60,000 (Social Security)",Average,740
793,JACOBS KEITH,29,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
794,WEBB TOMIKA,36,,Atlanta,Associate,Employed,"$50,000 ",Good,690
795,COOPER JAMIL,24,,Atlanta,High School,Student (Full-time),$0 ,Excellent,None
796,PRINTUP MARVIN,48,,Atlanta,Bachelor's,Self-employed,"$120,000 ",Excellent,840
797,MAYES JOVONTA,19,,Atlanta,,Unemployed,$0 ,Average,450
798,PATTERSON DELOREAN,19,,Atlanta,PhD,Employed,"$140,000 (Commission)",Good,730
799,MOSES DEREK,56,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
800,WRIGHT ANTONIO,32,,Atlanta,High School,Gig Worker,"$32,000 (Unstable)",Average,600
801,MILLER SAMUEL,1,,Atlanta,Bachelor's,Employed (Contract),"$100,000 ",Excellent,790
802,JACKSON FELIX,51,,Atlanta,Master's,Retired,"$65,000 (Social Security)",Good,760
803,BENTON JAMO,47,,Atlanta,Master's,Student (Full-time),$0 ,Excellent,None
804,HAMBRICK MARCUS,37,,Atlanta,PhD,Employed,"$90,000 ",Good,800
805,FAVORS TROY,45,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
806,HAMBRICK DEMONS,30,,Atlanta,High School,Employed (Part-time),"$25,000 (Hourly)",Excellent,740
807,HESTER MICHAEL,26,,Atlanta,Bachelor's,Self-employed,"$70,000 (Seasonal)",Average,670
808,TAYLOR RICHARD,82,,Atlanta,,Retired,"$40,000 (Pension)",Good,710
809,PRUITT TIMOTHY,45,,Atlanta,Associate,Gig Worker,"$42,000 (Unstable)",Average,640
810,MAYERS CHASE,0,,Atlanta,High School,Employed,"$55,000 ",Excellent,780
811,MCINTOSH KEVIN,40,,Atlanta,Bachelor's,Student (Part-time),"$18,000 (Summer Job)",Good,None
812,BAILEY JAMAYIA,0,,Atlanta,Master's,Self-employed,"$140,000 ",Excellent,850
813,SNEED DIANE,57,,Atlanta,,Unemployed,$0 ,Poor,420
814,COLSTON EDDIE,50,,Atlanta,PhD,Employed,"$100,000 ",Average,750
815,WHITE JEROME,35,,Atlanta,Associate,Unemployed,$0 ,Good,N/A
816,WESTBROOK LAMAURICE,29,,Atlanta,High School,Gig Worker,"$30,000 (Unstable)",Poor,580
817,HUNT THANDIWE,21,,Atlanta,Bachelor's,Employed (Contract),"$85,000 ",Excellent,720
818,WELCH-ROGERS JOSEFICES,39,,Atlanta,Master's,Retired,"$50,000 (Social Security)",Average,700
819,LEWIS RANDY,47,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
820,JONES WILLIE,39,,Atlanta,Associate,Employed,"$40,000 ",Good,650
821,COOK ABRON,36,,Atlanta,High School,Student (Full-time),$0 ,Excellent,None
822,WATKINS MONTARIA,33,,Atlanta,Bachelor's,Self-employed (Business Closed),$0 ,Poor,450
823,HOGAN JOSHUA,18,,Atlanta,,Unemployed,$0 ,Average,400
824,FOSTER NICHOLAS,24,,Atlanta,PhD,Employed,"$110,000 (Commission)",Good,770
825,RHYM NATASHA,27,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
826,FLEMISTER BOBBY,19,,Atlanta,High School,Gig Worker,"$38,000 (Unstable)",Average,610
827,WALKER CHRISTOPHER,31,,Atlanta,Bachelor's,Employed (Contract),"$95,000 ",Excellent,790
828,WATTS BRITTANY,25,,Atlanta,Master's,Retired,"$55,000 (Social Security)",Good,730
829,THOMAS CHARLES,21,,Atlanta,PhD,Unemployed,$0 ,Excellent (?!),N/A
830,DANIEL HENRY,64,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
831,SMITH JOHN JR.,36,,Atlanta,Master's,Self-employed,"$120,000 ",Good,810
832,ATKINS BRANDON,25,,Atlanta,,Employed (Part-time),"$15,000 (Hourly)",Excellent,690
833,GASTON LAURENCE,40,,Atlanta,PhD,Gig Worker,"$50,000 (Unstable)",Average,700
834,JONES JULLIAN,23,,Atlanta,Associate,Self-employed,"$80,000 (Seasonal)",Poor,590
835,Unknown Unknown,35,,Atlanta,Master's,Student (Full-time),$0 ,Excellent,None
836,BRIGGS JOSHUA,18,,Atlanta,PhD,Employed,"$90,000 ",Good,800
837,PEARSON DARRELL JR.,24,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
838,PEARSON ANGELA,49,,Atlanta,High School,Employed (Part-time),"$25,000 (Hourly)",Excellent,740
839,CRAIGWELL STANLEY,61,,Atlanta,Bachelor's,Self-employed,"$70,000 (Seasonal)",Average,670
840,CAIN MARCUS,22,,Atlanta,,Retired,"$40,000 (Pension)",Good,710
841,HARRIS TRAVIS,28,,Atlanta,Associate,Gig Worker,"$42,000 (Unstable)",Average,640
842,HANNA MOMBERA,0,,Atlanta,High School,Employed,"$55,000 ",Excellent,780
843,TERRELL DEMETRIUS,39,,Atlanta,Bachelor's,Student (Part-time),"$18,000 (Summer Job)",Good,None
844,THOMAS NIKITA,34,,Atlanta,Master's,Self-employed,"$140,000 ",Excellent,850
845,WILLIAMS DARRYL JR.,28,,Atlanta,,Unemployed,$0 ,Poor,420
846,PARKER DUJON,19,,Atlanta,PhD,Employed,"$100,000 ",Average,750
847,PINKEY CURTIS,36,,Atlanta,Associate,Unemployed,$0 ,Good,N/A
848,GIBSON QUDRAVIOUS,26,,Atlanta,High School,Gig Worker,"$30,000 (Unstable)",Poor,580
849,GREGG LAMAR,29,,Atlanta,Bachelor's,Employed (Contract),"$85,000 ",Excellent,720
850,HARDIMON MATTHEW,19,,Atlanta,Master's,Retired,"$50,000 (Social Security)",Average,700
851,GRIER WILLIE,Unknown,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
852,WALKER TERENCE,26,,Atlanta,Associate,Employed,"$40,000 ",Good,650
853,FLORES KEVIN,4,,Atlanta,High School,Student (Full-time),$0 ,Excellent,None
854,WILLIAMS DARRYL,42,,Atlanta,Bachelor's,Self-employed (Business Closed),$0 ,Poor,450
855,SCOTT KEVIN,26,,Atlanta,,Unemployed,$0 ,Average,400
856,HOLIDAY MUSTAINU,46,,Atlanta,PhD,Employed,"$110,000 (Commission)",Good,770
857,WHITAKER KRISTEN,23,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
858,SPEAR LARRY,27,,Atlanta,High School,Gig Worker,"$38,000 (Unstable)",Average,610
859,HINES NALECIA,4,,Atlanta,Bachelor's,Employed (Contract),"$95,000 ",Excellent,790
860,MAYES WILLIE,48,,Atlanta,Master's,Retired,"$55,000 (Social Security)",Good,730
861,HOLLIDAY DEXTER,33,,Atlanta,Master's,Student (Full-time),$0 ,Excellent,None
862,GREEIR SHOMARI,31,,Atlanta,PhD,Employed,"$150,000 (Commission)",Good,820
863,WARD HAROLD,69,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
864,OWENS ALEXIS,29,,Atlanta,High School,Gig Worker,"$22,000 (Unstable)",Average,540
